4.412933500248772845e+01,4.689678924350593547e+01,1.000000000000000000e+00
1.874778870307861922e+01,1.791448704535630299e+01,1.000000000000000000e+00
2.839661546747933230e+01,2.593145408843423283e+01,1.000000000000000000e+00
3.692530881242867480e+01,3.734421950896273046e+01,1.000000000000000000e+00
3.704839762844014217e+01,3.650697082242015767e+01,1.000000000000000000e+00
4.369770293127900374e+01,4.270757243408304760e+01,1.000000000000000000e+00
3.470072951969515884e+01,3.549793499486573012e+01,1.000000000000000000e+00
3.591681342556546497e+01,3.670544833936664020e+01,1.000000000000000000e+00
1.169103567726234871e+01,1.093451705660762663e+01,1.000000000000000000e+00
2.874028205397986113e+01,3.012107323675492765e+01,1.000000000000000000e+00
4.390252252318899906e+01,4.389491661472057160e+01,1.000000000000000000e+00
2.017606711628216942e+01,2.031520412674396781e+01,1.000000000000000000e+00
1.303101129359172461e+01,1.309878825816232428e+01,1.000000000000000000e+00
2.515561629963200474e+01,2.397006004971962412e+01,1.000000000000000000e+00
1.569580724064126187e+01,1.616232558413077669e+01,1.000000000000000000e+00
2.144243730139603343e+01,2.242895928890224155e+01,1.000000000000000000e+00
3.376333525604209029e+01,3.298844713903232417e+01,1.000000000000000000e+00
2.335817246707668460e+01,2.546233488621136587e+01,1.000000000000000000e+00
3.677696207615342416e+01,3.632802828363902137e+01,1.000000000000000000e+00
2.105874467954552642e+01,2.147528394046782907e+01,1.000000000000000000e+00
1.587766828643809092e+01,1.617665302362241775e+01,1.000000000000000000e+00
2.313061897145856349e+01,2.424535813464089884e+01,1.000000000000000000e+00
3.046674650031684095e+01,3.071665373444037783e+01,1.000000000000000000e+00
3.382773686847682626e+01,3.417557454465462996e+01,1.000000000000000000e+00
1.307299822256857524e+01,1.221257146711074171e+01,1.000000000000000000e+00
3.808408759307731373e+01,3.866133709390256001e+01,1.000000000000000000e+00
2.240540721855975193e+01,2.211105255756575616e+01,1.000000000000000000e+00
3.877240481001868488e+01,3.984932723964504930e+01,1.000000000000000000e+00
3.235883001919863489e+01,3.177451711462437345e+01,1.000000000000000000e+00
1.800059409622022599e+01,1.829512065339303462e+01,1.000000000000000000e+00
4.213479813679741426e+01,4.266871106034227523e+01,1.000000000000000000e+00
1.848106069816601504e+01,1.823940857282856598e+01,1.000000000000000000e+00
1.997125549321145144e+01,1.909956707367479112e+01,1.000000000000000000e+00
2.734359997405455189e+01,2.949655365712439448e+01,1.000000000000000000e+00
2.519134075760316094e+01,2.522270949484975233e+01,1.000000000000000000e+00
3.164906204784123744e+01,3.135488037564459773e+01,1.000000000000000000e+00
3.777783025812213680e+01,3.705029371568314644e+01,1.000000000000000000e+00
1.932370773686455578e+01,1.846081374201365222e+01,1.000000000000000000e+00
1.616095050564342728e+01,1.507925558721211701e+01,1.000000000000000000e+00
4.428958409361989368e+01,4.473480316930112366e+01,1.000000000000000000e+00
4.446852813434862384e+01,4.473237621550769205e+01,1.000000000000000000e+00
3.691082857465491429e+01,3.718129966910035478e+01,1.000000000000000000e+00
1.643888865722293957e+01,1.725797898287806120e+01,1.000000000000000000e+00
1.979926218675603877e+01,1.886718354038244172e+01,1.000000000000000000e+00
3.457426868776919093e+01,3.401684826346292567e+01,1.000000000000000000e+00
3.952875325170845144e+01,4.031438152563834620e+01,1.000000000000000000e+00
3.819126728594113729e+01,3.717577929625010569e+01,1.000000000000000000e+00
3.933333517924046419e+01,4.088425972000219133e+01,1.000000000000000000e+00
2.744950747708780270e+01,2.663371981296737445e+01,1.000000000000000000e+00
4.190739225030115733e+01,4.137579323350146865e+01,1.000000000000000000e+00
4.052814009181239641e+01,3.856312330859449133e+01,1.000000000000000000e+00
4.399105611724235843e+01,4.389358294097354474e+01,1.000000000000000000e+00
3.396201563056375505e+01,3.181788430466032480e+01,1.000000000000000000e+00
4.345304907794544391e+01,4.358817999737621562e+01,1.000000000000000000e+00
2.120863374678976498e+01,2.387709037002917967e+01,1.000000000000000000e+00
2.247867774712850775e+01,2.275263647733583028e+01,1.000000000000000000e+00
1.022390506449509573e+01,1.186326219112662450e+01,1.000000000000000000e+00
2.476251467786691762e+01,2.502054808089308935e+01,1.000000000000000000e+00
1.936620484131525899e+01,1.922267298745097719e+01,1.000000000000000000e+00
2.349890185399168629e+01,2.429313120509759472e+01,1.000000000000000000e+00
4.441199240740350973e+01,4.513202422376302536e+01,1.000000000000000000e+00
4.427862386232720837e+01,4.359618322054364370e+01,1.000000000000000000e+00
1.679357536180562604e+01,1.709745817104209209e+01,1.000000000000000000e+00
3.872231033335961570e+01,3.949162683101560134e+01,1.000000000000000000e+00
