3.808417497104036897e+01,3.828028743807569612e+01,1.000000000000000000e+00
1.462469078218142826e+01,1.494711165787961527e+01,1.000000000000000000e+00
1.326603615075873499e+01,1.275474046811791418e+01,1.000000000000000000e+00
1.449022829813697300e+01,1.283067845005099450e+01,1.000000000000000000e+00
1.841136393728205789e+01,1.663910654998926475e+01,1.000000000000000000e+00
3.196549976461058051e+01,3.272337694174670730e+01,1.000000000000000000e+00
1.382651450165972662e+01,1.310130917507892256e+01,1.000000000000000000e+00
2.445235373915143384e+01,2.498078315288920237e+01,1.000000000000000000e+00
2.631399647008821319e+01,2.836212870584039436e+01,1.000000000000000000e+00
3.872282772683002605e+01,3.773487732117499860e+01,1.000000000000000000e+00
2.451959446115390762e+01,2.386704683009203620e+01,1.000000000000000000e+00
1.118716707217103767e+01,1.277279583325573142e+01,1.000000000000000000e+00
3.080263928896107117e+01,2.998202901424265931e+01,1.000000000000000000e+00
1.423417825381250168e+01,1.330886309984981608e+01,1.000000000000000000e+00
3.197444444043894407e+01,3.307851494517692714e+01,1.000000000000000000e+00
3.118084694697940407e+01,3.265937070038223311e+01,1.000000000000000000e+00
4.093178351443520313e+01,3.929654264693456867e+01,1.000000000000000000e+00
2.203430589335461320e+01,2.239571374351466204e+01,1.000000000000000000e+00
2.701708614229027106e+01,2.754836915105961026e+01,1.000000000000000000e+00
1.608661769674708708e+01,1.781367233431604546e+01,1.000000000000000000e+00
2.718143128355364979e+01,2.790511756260409371e+01,1.000000000000000000e+00
3.359680045622454259e+01,3.396106011740994290e+01,1.000000000000000000e+00
1.089650651682251237e+01,1.162958732352540814e+01,1.000000000000000000e+00
3.856209631016743344e+01,4.000273193460040488e+01,1.000000000000000000e+00
3.761134597782977096e+01,3.624520376120342746e+01,1.000000000000000000e+00
1.470401391742077379e+01,1.517531808672636728e+01,1.000000000000000000e+00
3.019742085745239990e+01,2.927976902949527727e+01,1.000000000000000000e+00
1.050268097377783327e+01,1.249791291276931027e+01,1.000000000000000000e+00
4.291606356798343569e+01,4.443702831976101209e+01,1.000000000000000000e+00
2.408460884378467171e+01,2.422148342337264992e+01,1.000000000000000000e+00
2.458884082233704049e+01,2.516886544003115844e+01,1.000000000000000000e+00
4.470065756156603243e+01,4.299076018445826719e+01,1.000000000000000000e+00
4.344048000924880881e+01,4.319900505466392104e+01,1.000000000000000000e+00
2.549370674925370750e+01,2.358428312097983692e+01,1.000000000000000000e+00
1.843095812780248366e+01,2.037770961815573401e+01,1.000000000000000000e+00
1.053026082432685406e+01,9.006010022718550445e+00,1.000000000000000000e+00
2.461914127600268287e+01,2.451352014549851788e+01,1.000000000000000000e+00
2.530215121922357469e+01,2.640373417490382124e+01,1.000000000000000000e+00
2.731240681859740604e+01,2.680758101139072735e+01,1.000000000000000000e+00
4.461929723062326758e+01,4.584930540653329700e+01,1.000000000000000000e+00
3.575566881977557898e+01,3.605655112100215121e+01,1.000000000000000000e+00
4.177175723893422798e+01,4.309793002072466805e+01,1.000000000000000000e+00
1.207409543900236315e+01,1.233783006674701710e+01,1.000000000000000000e+00
4.156754149379501939e+01,4.090151412052067315e+01,1.000000000000000000e+00
2.164669010233821211e+01,2.132695795938077055e+01,1.000000000000000000e+00
4.410475419911768569e+01,4.414342504256367050e+01,1.000000000000000000e+00
2.160892752763582436e+01,2.221426599193581808e+01,1.000000000000000000e+00
1.992859276772317756e+01,2.000001657502237151e+01,1.000000000000000000e+00
